date,product_id,warehouse_id,units_sold,stock_level,price,promotion,temperature,event
2022-02-23,SKU-0001,WH-03,69,1061,73.21,False,30.6,
2022-02-23,SKU-0002,WH-01,81,2027,78.61,False,30.6,
2022-02-23,SKU-0002,WH-02,71,799,73.16,False,30.6,
2022-02-23,SKU-0002,WH-03,79,2068,18.2,False,30.6,
2022-02-23,SKU-0003,WH-01,36,857,35.12,False,30.6,
2022-02-23,SKU-0003,WH-02,24,550,71.48,False,30.6,
2022-02-23,SKU-0003,WH-03,32,871,22.85,False,30.6,
2022-02-23,SKU-0004,WH-01,52,1302,107.13,False,30.6,
2022-02-23,SKU-0004,WH-02,70,884,102.89,False,30.6,
2022-02-23,SKU-0004,WH-03,127,3488,68.0,False,30.6,
2022-02-23,SKU-0005,WH-01,120,3238,14.53,False,30.6,
2022-02-23,SKU-0005,WH-02,119,1640,25.59,False,30.6,
2022-02-23,SKU-0005,WH-03,166,4411,51.18,False,30.6,
2022-02-24,SKU-0001,WH-01,54,1490,72.61,False,31.0,
2022-02-24,SKU-0001,WH-02,68,744,22.97,False,31.0,
2022-02-24,SKU-0001,WH-03,67,1003,69.54,False,31.0,
2022-02-24,SKU-0002,WH-01,63,805,39.77,False,31.0,
2022-02-24,SKU-0002,WH-02,106,1817,66.96,True,31.0,
2022-02-24,SKU-0002,WH-03,102,2051,58.11,False,31.0,
2022-02-24,SKU-0003,WH-01,33,723,22.1,False,31.0,
2022-02-24,SKU-0003,WH-02,33,871,45.3,False,31.0,
2022-02-24,SKU-0003,WH-03,28,701,50.49,False,31.0,
2022-02-24,SKU-0004,WH-01,91,1538,37.77,False,31.0,
2022-02-24,SKU-0004,WH-02,68,680,28.04,False,31.0,
2022-02-24,SKU-0004,WH-03,92,1141,82.44,False,31.0,
2022-02-24,SKU-0005,WH-01,88,1090,79.08,False,31.0,
2022-02-24,SKU-0005,WH-02,117,2852,44.46,False,31.0,
2022-02-24,SKU-0005,WH-03,127,3308,11.26,False,31.0,
2022-02-25,SKU-0001,WH-01,57,1557,78.86,False,31.4,
2022-02-25,SKU-0001,WH-02,104,2045,82.24,True,31.4,
2022-02-25,SKU-0001,WH-03,61,1820,79.85,False,31.4,
2022-02-25,SKU-0002,WH-01,92,933,16.93,False,31.4,
2022-02-25,SKU-0002,WH-02,94,2496,29.49,False,31.4,
2022-02-25,SKU-0002,WH-03,126,1432,34.76,True,31.4,
2022-02-25,SKU-0003,WH-01,26,456,56.05,False,31.4,
2022-02-25,SKU-0003,WH-02,42,510,72.49,False,31.4,
2022-02-25,SKU-0003,WH-03,38,624,13.79,False,31.4,
2022-02-25,SKU-0004,WH-01,64,799,83.03,False,31.4,
2022-02-25,SKU-0004,WH-02,73,1525,96.3,False,31.4,
2022-02-25,SKU-0004,WH-03,84,1124,101.62,False,31.4,
2022-02-25,SKU-0005,WH-01,84,2410,12.95,False,31.4,
2022-02-25,SKU-0005,WH-02,106,1662,82.39,False,31.4,
2022-02-25,SKU-0005,WH-03,73,963,48.03,False,31.4,
2022-02-26,SKU-0001,WH-01,107,1403,74.34,False,31.4,
2022-02-26,SKU-0001,WH-02,64,691,20.19,False,31.4,
2022-02-26,SKU-0001,WH-03,130,1412,78.79,False,31.4,
2022-02-26,SKU-0002,WH-01,86,2548,47.17,False,31.4,
2022-02-26,SKU-0002,WH-02,119,1647,81.92,False,31.4,
2022-02-26,SKU-0002,WH-03,152,1730,80.49,False,31.4,
2022-02-26,SKU-0003,WH-01,31,402,40.07,False,31.4,
2022-02-26,SKU-0003,WH-02,33,460,94.29,False,31.4,
2022-02-26,SKU-0003,WH-03,64,1531,35.84,False,31.4,
2022-02-26,SKU-0004,WH-01,75,1951,98.25,False,31.4,
2022-02-26,SKU-0004,WH-02,127,3007,17.04,False,31.4,
2022-02-26,SKU-0004,WH-03,159,3529,77.88,True,31.4,
2022-02-26,SKU-0005,WH-01,113,3188,44.13,False,31.4,
2022-02-26,SKU-0005,WH-02,192,5476,52.13,True,31.4,
2022-02-26,SKU-0005,WH-03,176,3684,89.86,False,31.4,
2022-02-27,SKU-0001,WH-01,86,2436,55.38,False,31.0,
2022-02-27,SKU-0001,WH-02,122,3543,40.27,False,31.0,
2022-02-27,SKU-0001,WH-03,84,1221,62.24,False,31.0,
2022-02-27,SKU-0002,WH-01,92,2689,75.63,False,31.0,
2022-02-27,SKU-0002,WH-02,94,2010,57.79,False,31.0,
2022-02-27,SKU-0002,WH-03,89,2400,76.42,False,31.0,
2022-02-27,SKU-0003,WH-01,45,1117,82.75,False,31.0,
2022-02-27,SKU-0003,WH-02,48,866,81.27,False,31.0,
2022-02-27,SKU-0003,WH-03,68,1543,46.78,False,31.0,
2022-02-27,SKU-0004,WH-01,127,2011,66.48,False,31.0,
2022-02-27,SKU-0004,WH-02,77,2153,48.71,False,31.0,
2022-02-27,SKU-0004,WH-03,102,1272,71.1,False,31.0,
2022-02-27,SKU-0005,WH-01,95,2544,10.84,False,31.0,
2022-02-27,SKU-0005,WH-02,156,3842,25.38,False,31.0,
2022-02-27,SKU-0005,WH-03,195,4479,79.59,False,31.0,
2022-02-28,SKU-0001,WH-01,84,1411,42.93,False,34.8,
2022-02-28,SKU-0001,WH-02,80,1091,17.78,False,34.8,
2022-02-28,SKU-0001,WH-03,83,1885,25.96,False,34.8,
2022-02-28,SKU-0002,WH-01,63,1335,34.4,False,34.8,
2022-02-28,SKU-0002,WH-02,88,2146,68.35,False,34.8,
2022-02-28,SKU-0002,WH-03,83,1333,57.0,False,34.8,
2022-02-28,SKU-0003,WH-01,26,457,63.01,False,34.8,
2022-02-28,SKU-0003,WH-02,36,909,100.66,False,34.8,
2022-02-28,SKU-0003,WH-03,46,1014,27.8,False,34.8,
2022-02-28,SKU-0004,WH-01,63,879,66.26,False,34.8,
2022-02-28,SKU-0004,WH-02,110,2548,21.16,False,34.8,
2022-02-28,SKU-0004,WH-03,78,2235,32.02,False,34.8,
2022-02-28,SKU-0005,WH-01,105,1127,59.36,False,34.8,
2022-02-28,SKU-0005,WH-02,136,2679,36.81,False,34.8,
2022-02-28,SKU-0005,WH-03,157,2313,101.04,False,34.8,
2022-03-01,SKU-0001,WH-01,67,1347,15.54,False,33.6,
2022-03-01,SKU-0001,WH-02,85,912,14.04,False,33.6,
2022-03-01,SKU-0001,WH-03,70,1067,95.09,False,33.6,
2022-03-01,SKU-0002,WH-01,49,1049,16.54,False,33.6,
2022-03-01,SKU-0002,WH-02,71,851,37.34,False,33.6,
2022-03-01,SKU-0002,WH-03,92,1445,112.46,False,33.6,
2022-03-01,SKU-0003,WH-01,26,407,59.28,False,33.6,
2022-03-01,SKU-0003,WH-02,32,904,93.01,False,33.6,
2022-03-01,SKU-0003,WH-03,36,973,54.62,False,33.6,
2022-03-01,SKU-0004,WH-01,85,1875,55.74,False,33.6,
2022-03-01,SKU-0004,WH-02,93,1165,72.37,False,33.6,
2022-03-01,SKU-0004,WH-03,82,1884,86.57,False,33.6,
2022-03-01,SKU-0005,WH-01,86,1207,63.5,False,33.6,
2022-03-01,SKU-0005,WH-02,129,1765,69.11,False,33.6,
2022-03-01,SKU-0005,WH-03,91,983,55.64,False,33.6,
2022-03-02,SKU-0001,WH-01,66,1675,28.52,False,30.7,
2022-03-02,SKU-0001,WH-02,92,2549,58.69,False,30.7,
2022-03-02,SKU-0001,WH-03,84,2234,57.14,False,30.7,
2022-03-02,SKU-0002,WH-01,58,1668,101.35,False,30.7,
2022-03-02,SKU-0002,WH-02,83,2373,45.56,False,30.7,
2022-03-02,SKU-0002,WH-03,85,1508,88.12,False,30.7,
2022-03-02,SKU-0003,WH-01,38,710,37.67,False,30.7,
2022-03-02,SKU-0003,WH-02,44,787,24.96,False,30.7,
2022-03-02,SKU-0003,WH-03,39,436,46.12,False,30.7,
2022-03-02,SKU-0004,WH-01,65,1170,56.64,False,30.7,
2022-03-02,SKU-0004,WH-02,124,2280,56.0,False,30.7,
2022-03-02,SKU-0004,WH-03,81,1931,51.66,False,30.7,
2022-03-02,SKU-0005,WH-01,97,1786,13.46,False,30.7,
2022-03-02,SKU-0005,WH-02,113,2933,91.5,False,30.7,
2022-03-02,SKU-0005,WH-03,68,1995,59.5,False,30.7,
2022-03-03,SKU-0001,WH-01,74,1554,80.95,False,32.1,
2022-03-03,SKU-0001,WH-02,64,1354,93.68,False,32.1,
2022-03-03,SKU-0001,WH-03,106,2055,79.32,False,32.1,
2022-03-03,SKU-0002,WH-01,72,1149,36.33,False,32.1,
2022-03-03,SKU-0002,WH-02,77,1282,49.31,False,32.1,
2022-03-03,SKU-0002,WH-03,96,1304,40.83,False,32.1,
2022-03-03,SKU-0003,WH-01,42,575,46.43,False,32.1,
2022-03-03,SKU-0003,WH-02,59,1142,11.39,True,32.1,
2022-03-03,SKU-0003,WH-03,48,994,47.78,False,32.1,
2022-03-03,SKU-0004,WH-01,51,1455,49.97,False,32.1,
2022-03-03,SKU-0004,WH-02,102,2976,46.09,False,32.1,
2022-03-03,SKU-0004,WH-03,97,1756,56.06,False,32.1,
2022-03-03,SKU-0005,WH-01,102,1335,13.76,False,32.1,
2022-03-03,SKU-0005,WH-02,91,1068,51.15,False,32.1,
2022-03-03,SKU-0005,WH-03,128,2741,95.44,False,32.1,
2022-03-04,SKU-0001,WH-01,79,2363,50.62,False,32.6,
2022-03-04,SKU-0001,WH-02,42,562,63.72,False,32.6,
2022-03-04,SKU-0001,WH-03,105,1527,94.13,False,32.6,
2022-03-04,SKU-0002,WH-01,77,1711,72.25,False,32.6,
2022-03-04,SKU-0002,WH-02,75,1270,79.56,False,32.6,
2022-03-04,SKU-0002,WH-03,120,2584,71.27,False,32.6,
2022-03-04,SKU-0003,WH-01,29,583,82.25,False,32.6,
2022-03-04,SKU-0003,WH-02,40,756,10.04,False,32.6,
2022-03-04,SKU-0003,WH-03,36,780,74.89,False,32.6,
2022-03-04,SKU-0004,WH-01,76,1360,44.35,False,32.6,
2022-03-04,SKU-0004,WH-02,86,2400,29.12,False,32.6,
2022-03-04,SKU-0004,WH-03,122,2898,43.69,False,32.6,
2022-03-04,SKU-0005,WH-01,83,1354,61.06,False,32.6,
2022-03-04,SKU-0005,WH-02,102,3009,34.12,False,32.6,
2022-03-04,SKU-0005,WH-03,133,1973,45.19,False,32.6,
2022-03-05,SKU-0001,WH-01,78,880,66.35,False,33.5,
2022-03-05,SKU-0001,WH-02,85,902,80.46,False,33.5,
2022-03-05,SKU-0001,WH-03,112,3255,49.15,False,33.5,
2022-03-05,SKU-0002,WH-01,68,1421,31.29,False,33.5,
2022-03-05,SKU-0002,WH-02,98,1786,33.39,False,33.5,
2022-03-05,SKU-0002,WH-03,99,2923,25.7,False,33.5,
2022-03-05,SKU-0003,WH-01,42,845,72.69,False,33.5,
2022-03-05,SKU-0003,WH-02,56,1330,83.68,False,33.5,
2022-03-05,SKU-0003,WH-03,55,1313,12.82,False,33.5,
2022-03-05,SKU-0004,WH-01,127,2404,35.14,False,33.5,
2022-03-05,SKU-0004,WH-02,117,3311,80.21,False,33.5,
2022-03-05,SKU-0004,WH-03,173,3372,64.76,False,33.5,
2022-03-05,SKU-0005,WH-01,140,3169,63.2,False,33.5,
2022-03-05,SKU-0005,WH-02,104,1685,14.54,False,33.5,
2022-03-05,SKU-0005,WH-03,147,2834,48.98,False,33.5,
2022-03-06,SKU-0001,WH-01,81,1853,85.35,False,32.3,
2022-03-06,SKU-0001,WH-02,85,1749,63.72,False,32.3,
2022-03-06,SKU-0001,WH-03,122,1934,81.67,True,32.3,
2022-03-06,SKU-0002,WH-01,116,1539,20.24,False,32.3,
2022-03-06,SKU-0002,WH-02,101,1954,24.59,False,32.3,
2022-03-06,SKU-0002,WH-03,114,2567,75.68,False,32.3,
2022-03-06,SKU-0003,WH-01,40,708,20.47,False,32.3,
2022-03-06,SKU-0003,WH-02,54,662,60.93,False,32.3,
2022-03-06,SKU-0003,WH-03,39,1168,37.61,False,32.3,
2022-03-06,SKU-0004,WH-01,98,2619,39.41,False,32.3,
2022-03-06,SKU-0004,WH-02,116,1458,107.03,False,32.3,
2022-03-06,SKU-0004,WH-03,102,1101,111.43,False,32.3,
2022-03-06,SKU-0005,WH-01,111,1232,91.52,False,32.3,
2022-03-06,SKU-0005,WH-02,122,1980,61.86,False,32.3,
2022-03-06,SKU-0005,WH-03,148,2894,16.92,False,32.3,
2022-03-07,SKU-0001,WH-01,88,1436,62.7,False,34.1,
2022-03-07,SKU-0001,WH-02,69,1890,69.7,False,34.1,
2022-03-07,SKU-0001,WH-03,94,2201,46.37,False,34.1,
2022-03-07,SKU-0002,WH-01,65,1790,35.78,False,34.1,
2022-03-07,SKU-0002,WH-02,96,1617,58.29,False,34.1,
2022-03-07,SKU-0002,WH-03,110,1510,19.1,False,34.1,
2022-03-07,SKU-0003,WH-01,30,804,26.91,False,34.1,
2022-03-07,SKU-0003,WH-02,49,810,16.24,True,34.1,
2022-03-07,SKU-0003,WH-03,46,994,68.43,False,34.1,
2022-03-07,SKU-0004,WH-01,71,889,66.67,False,34.1,
2022-03-07,SKU-0004,WH-02,108,1308,62.73,False,34.1,
2022-03-07,SKU-0004,WH-03,87,2094,70.13,False,34.1,
2022-03-07,SKU-0005,WH-01,98,1541,16.02,False,34.1,
2022-03-07,SKU-0005,WH-02,118,2861,33.7,False,34.1,
2022-03-07,SKU-0005,WH-03,113,1608,33.88,False,34.1,
2022-03-08,SKU-0001,WH-01,45,591,26.96,False,33.7,
2022-03-08,SKU-0001,WH-02,61,1157,67.72,False,33.7,
2022-03-08,SKU-0001,WH-03,64,1094,109.18,False,33.7,
2022-03-08,SKU-0002,WH-01,77,2150,29.3,False,33.7,
2022-03-08,SKU-0002,WH-02,78,2255,71.71,False,33.7,
2022-03-08,SKU-0002,WH-03,82,973,38.96,False,33.7,
2022-03-08,SKU-0003,WH-01,44,564,17.6,False,33.7,
2022-03-08,SKU-0003,WH-02,35,809,65.5,False,33.7,
2022-03-08,SKU-0003,WH-03,43,659,78.56,False,33.7,
2022-03-08,SKU-0004,WH-01,96,2558,58.48,True,33.7,
2022-03-08,SKU-0004,WH-02,87,2575,27.06,False,33.7,
2022-03-08,SKU-0004,WH-03,91,1105,80.42,False,33.7,
2022-03-08,SKU-0005,WH-01,123,2288,86.06,False,33.7,
2022-03-08,SKU-0005,WH-02,121,1822,32.75,False,33.7,
2022-03-08,SKU-0005,WH-03,120,2931,36.11,False,33.7,
2022-03-09,SKU-0001,WH-01,45,581,14.35,False,35.3,
2022-03-09,SKU-0001,WH-02,108,2367,27.82,False,35.3,
2022-03-09,SKU-0001,WH-03,95,2507,11.24,False,35.3,
2022-03-09,SKU-0002,WH-01,57,1671,31.5,False,35.3,
2022-03-09,SKU-0002,WH-02,87,2571,53.08,False,35.3,
2022-03-09,SKU-0002,WH-03,92,1420,23.26,False,35.3,
2022-03-09,SKU-0003,WH-01,31,918,42.93,False,35.3,
2022-03-09,SKU-0003,WH-02,44,502,44.77,False,35.3,
2022-03-09,SKU-0003,WH-03,39,777,22.35,False,35.3,
2022-03-09,SKU-0004,WH-01,77,1038,55.25,False,35.3,
2022-03-09,SKU-0004,WH-02,81,1676,66.03,False,35.3,
2022-03-09,SKU-0004,WH-03,124,3215,51.25,False,35.3,
2022-03-09,SKU-0005,WH-01,66,1492,105.33,False,35.3,
2022-03-09,SKU-0005,WH-02,115,1636,22.19,False,35.3,
2022-03-09,SKU-0005,WH-03,132,3854,33.94,False,35.3,
2022-03-10,SKU-0001,WH-01,50,1018,25.33,False,33.4,
2022-03-10,SKU-0001,WH-02,76,1873,58.97,True,33.4,
2022-03-10,SKU-0001,WH-03,55,810,97.54,False,33.4,
2022-03-10,SKU-0002,WH-01,56,1531,88.21,False,33.4,
2022-03-10,SKU-0002,WH-02,66,1487,47.61,False,33.4,
2022-03-10,SKU-0002,WH-03,65,1386,99.02,False,33.4,
2022-03-10,SKU-0003,WH-01,56,1217,58.83,False,33.4,
2022-03-10,SKU-0003,WH-02,29,821,26.24,False,33.4,
2022-03-10,SKU-0003,WH-03,57,1189,93.51,False,33.4,
2022-03-10,SKU-0004,WH-01,76,1439,46.26,False,33.4,
2022-03-10,SKU-0004,WH-02,93,2653,27.45,False,33.4,
2022-03-10,SKU-0004,WH-03,102,3029,42.18,False,33.4,
2022-03-10,SKU-0005,WH-01,83,2433,35.81,False,33.4,
2022-03-10,SKU-0005,WH-02,117,2988,69.71,False,33.4,
2022-03-10,SKU-0005,WH-03,106,3155,59.02,False,33.4,
2022-03-11,SKU-0001,WH-01,67,1047,66.8,False,32.4,
2022-03-11,SKU-0001,WH-02,80,1342,30.83,False,32.4,
2022-03-11,SKU-0001,WH-03,141,1860,69.13,True,32.4,
2022-03-11,SKU-0002,WH-01,69,1116,66.29,False,32.4,
2022-03-11,SKU-0002,WH-02,99,2865,76.12,False,32.4,
2022-03-11,SKU-0002,WH-03,87,2450,87.06,False,32.4,
2022-03-11,SKU-0003,WH-01,34,477,98.91,False,32.4,
2022-03-11,SKU-0003,WH-02,36,396,87.22,False,32.4,
2022-03-11,SKU-0003,WH-03,38,393,69.32,False,32.4,
2022-03-11,SKU-0004,WH-01,73,1702,15.03,False,32.4,
2022-03-11,SKU-0004,WH-02,149,2977,8.92,False,32.4,
2022-03-11,SKU-0004,WH-03,77,1517,83.0,False,32.4,
2022-03-11,SKU-0005,WH-01,94,2093,69.26,False,32.4,
2022-03-11,SKU-0005,WH-02,112,2524,88.97,False,32.4,
2022-03-11,SKU-0005,WH-03,150,3760,56.81,False,32.4,
2022-03-12,SKU-0001,WH-01,74,931,57.27,False,38.1,
2022-03-12,SKU-0001,WH-02,80,2062,18.4,False,38.1,
2022-03-12,SKU-0001,WH-03,107,2940,76.18,False,38.1,
2022-03-12,SKU-0002,WH-01,88,1632,79.49,False,38.1,
2022-03-12,SKU-0002,WH-02,98,1972,74.85,False,38.1,
2022-03-12,SKU-0002,WH-03,131,2714,96.76,False,38.1,
2022-03-12,SKU-0003,WH-01,22,436,86.51,False,38.1,
2022-03-12,SKU-0003,WH-02,39,774,77.93,False,38.1,
2022-03-12,SKU-0003,WH-03,60,1001,28.37,False,38.1,
2022-03-12,SKU-0004,WH-01,81,1084,36.08,False,38.1,
2022-03-12,SKU-0004,WH-02,108,2255,38.63,False,38.1,
2022-03-12,SKU-0004,WH-03,143,2509,41.52,False,38.1,
2022-03-12,SKU-0005,WH-01,157,2217,31.73,False,38.1,
2022-03-12,SKU-0005,WH-02,170,2852,11.6,False,38.1,
2022-03-12,SKU-0005,WH-03,154,4233,27.25,False,38.1,
2022-03-13,SKU-0001,WH-01,73,850,38.62,False,35.0,
2022-03-13,SKU-0001,WH-02,104,2960,94.34,False,35.0,
2022-03-13,SKU-0001,WH-03,119,3544,37.73,False,35.0,
2022-03-13,SKU-0002,WH-01,102,2060,74.63,False,35.0,
2022-03-13,SKU-0002,WH-02,87,2186,21.64,False,35.0,
2022-03-13,SKU-0002,WH-03,114,2593,18.14,False,35.0,
2022-03-13,SKU-0003,WH-01,46,1266,47.75,False,35.0,
2022-03-13,SKU-0003,WH-02,85,1913,18.53,False,35.0,
2022-03-13,SKU-0003,WH-03,59,664,58.22,False,35.0,
2022-03-13,SKU-0004,WH-01,104,1323,14.05,False,35.0,
2022-03-13,SKU-0004,WH-02,115,2006,21.43,False,35.0,
2022-03-13,SKU-0004,WH-03,126,1401,55.04,False,35.0,
2022-03-13,SKU-0005,WH-01,134,3582,13.97,False,35.0,
2022-03-13,SKU-0005,WH-02,154,2149,50.28,False,35.0,
2022-03-13,SKU-0005,WH-03,156,4587,61.42,False,35.0,
2022-03-14,SKU-0001,WH-01,69,1577,23.57,False,35.4,
2022-03-14,SKU-0001,WH-02,73,1085,86.83,False,35.4,
2022-03-14,SKU-0001,WH-03,85,1534,30.21,False,35.4,
2022-03-14,SKU-0002,WH-01,67,1209,65.63,False,35.4,
2022-03-14,SKU-0002,WH-02,85,1446,48.02,False,35.4,
2022-03-14,SKU-0002,WH-03,94,1642,74.33,False,35.4,
2022-03-14,SKU-0003,WH-01,33,572,73.53,False,35.4,
2022-03-14,SKU-0003,WH-02,32,690,70.55,False,35.4,
2022-03-14,SKU-0003,WH-03,34,913,67.8,False,35.4,
2022-03-14,SKU-0004,WH-01,117,2941,60.81,False,35.4,
2022-03-14,SKU-0004,WH-02,92,1078,25.77,False,35.4,
2022-03-14,SKU-0004,WH-03,102,2284,27.92,False,35.4,
2022-03-14,SKU-0005,WH-01,106,2865,66.58,False,35.4,
2022-03-14,SKU-0005,WH-02,108,3200,95.04,False,35.4,
2022-03-14,SKU-0005,WH-03,88,2514,41.86,False,35.4,
2022-03-15,SKU-0001,WH-01,91,1574,55.22,False,36.9,
2022-03-15,SKU-0001,WH-02,89,2247,28.21,False,36.9,
2022-03-15,SKU-0001,WH-03,79,1473,31.71,False,36.9,
2022-03-15,SKU-0002,WH-01,65,1887,49.08,False,36.9,
2022-03-15,SKU-0002,WH-02,94,1097,85.25,False,36.9,
2022-03-15,SKU-0002,WH-03,116,2286,36.92,False,36.9,
2022-03-15,SKU-0003,WH-01,36,624,35.21,False,36.9,
2022-03-15,SKU-0003,WH-02,24,562,86.02,False,36.9,
2022-03-15,SKU-0003,WH-03,44,948,35.48,False,36.9,
2022-03-15,SKU-0004,WH-01,106,2217,12.88,False,36.9,
2022-03-15,SKU-0004,WH-02,63,696,15.81,False,36.9,
2022-03-15,SKU-0004,WH-03,199,2958,79.85,True,36.9,
2022-03-15,SKU-0005,WH-01,78,1227,24.71,False,36.9,
2022-03-15,SKU-0005,WH-02,106,1946,75.21,False,36.9,
2022-03-15,SKU-0005,WH-03,127,3073,34.83,False,36.9,
2022-03-16,SKU-0001,WH-01,213,4082,93.07,False,33.3,SpecialEvent
2022-03-16,SKU-0001,WH-02,215,3183,74.12,False,33.3,SpecialEvent
2022-03-16,SKU-0001,WH-03,210,2790,47.24,False,33.3,SpecialEvent
2022-03-16,SKU-0002,WH-01,171,4909,93.59,False,33.3,SpecialEvent
2022-03-16,SKU-0002,WH-02,233,4800,32.46,False,33.3,SpecialEvent
2022-03-16,SKU-0002,WH-03,528,11165,35.1,True,33.3,SpecialEvent
2022-03-16,SKU-0003,WH-01,96,1754,32.76,False,33.3,SpecialEvent
2022-03-16,SKU-0003,WH-02,76,1430,73.37,False,33.3,SpecialEvent
2022-03-16,SKU-0003,WH-03,124,3406,71.42,False,33.3,SpecialEvent
2022-03-16,SKU-0004,WH-01,189,3826,92.55,False,33.3,SpecialEvent
2022-03-16,SKU-0004,WH-02,350,6272,12.7,False,33.3,SpecialEvent
2022-03-16,SKU-0004,WH-03,356,8985,46.35,False,33.3,SpecialEvent
2022-03-16,SKU-0005,WH-01,266,4055,96.93,False,33.3,SpecialEvent
2022-03-16,SKU-0005,WH-02,349,8526,23.99,False,33.3,SpecialEvent
2022-03-16,SKU-0005,WH-03,499,10600,75.45,False,33.3,SpecialEvent
2022-03-17,SKU-0001,WH-01,89,927,17.65,False,34.7,
2022-03-17,SKU-0001,WH-02,92,2703,14.16,False,34.7,
2022-03-17,SKU-0001,WH-03,78,2335,17.62,False,34.7,
2022-03-17,SKU-0002,WH-01,103,1115,33.42,False,34.7,
2022-03-17,SKU-0002,WH-02,82,1260,34.93,False,34.7,
2022-03-17,SKU-0002,WH-03,100,2868,13.83,False,34.7,
2022-03-17,SKU-0003,WH-01,37,1087,72.56,False,34.7,
2022-03-17,SKU-0003,WH-02,42,864,83.62,False,34.7,
2022-03-17,SKU-0003,WH-03,30,306,78.14,False,34.7,
2022-03-17,SKU-0004,WH-01,89,1645,53.49,False,34.7,
2022-03-17,SKU-0004,WH-02,73,1048,59.61,False,34.7,
2022-03-17,SKU-0004,WH-03,104,1501,21.2,False,34.7,
2022-03-17,SKU-0005,WH-01,86,877,27.96,False,34.7,
2022-03-17,SKU-0005,WH-02,107,2899,83.92,False,34.7,
2022-03-17,SKU-0005,WH-03,126,3274,15.48,False,34.7,
2022-03-18,SKU-0001,WH-01,70,997,93.84,False,35.7,
2022-03-18,SKU-0001,WH-02,95,2004,25.32,False,35.7,
2022-03-18,SKU-0001,WH-03,104,2888,89.55,False,35.7,
2022-03-18,SKU-0002,WH-01,87,2553,57.02,False,35.7,
2022-03-18,SKU-0002,WH-02,86,1725,51.65,False,35.7,
2022-03-18,SKU-0002,WH-03,103,2236,45.62,False,35.7,
2022-03-18,SKU-0003,WH-01,55,608,62.21,True,35.7,
2022-03-18,SKU-0003,WH-02,28,383,109.44,False,35.7,
2022-03-18,SKU-0003,WH-03,58,1230,21.24,False,35.7,
2022-03-18,SKU-0004,WH-01,91,1053,43.04,False,35.7,
2022-03-18,SKU-0004,WH-02,94,1449,17.04,False,35.7,
2022-03-18,SKU-0004,WH-03,92,2151,62.59,False,35.7,
2022-03-18,SKU-0005,WH-01,93,1491,53.48,False,35.7,
2022-03-18,SKU-0005,WH-02,84,1037,99.4,False,35.7,
2022-03-18,SKU-0005,WH-03,132,2894,101.46,False,35.7,
2022-03-19,SKU-0001,WH-01,85,1374,61.23,False,39.5,
2022-03-19,SKU-0001,WH-02,90,1259,81.06,False,39.5,
2022-03-19,SKU-0001,WH-03,130,2357,51.99,False,39.5,
2022-03-19,SKU-0002,WH-01,107,2799,56.16,False,39.5,
2022-03-19,SKU-0002,WH-02,140,1788,55.62,False,39.5,
2022-03-19,SKU-0002,WH-03,158,4446,49.22,False,39.5,
2022-03-19,SKU-0003,WH-01,35,906,20.48,False,39.5,
2022-03-19,SKU-0003,WH-02,40,1119,85.1,False,39.5,
2022-03-19,SKU-0003,WH-03,65,882,68.84,False,39.5,
2022-03-19,SKU-0004,WH-01,98,1245,43.72,False,39.5,
2022-03-19,SKU-0004,WH-02,131,3266,49.36,False,39.5,
2022-03-19,SKU-0004,WH-03,95,1239,87.41,False,39.5,
2022-03-19,SKU-0005,WH-01,147,1656,38.62,False,39.5,
2022-03-19,SKU-0005,WH-02,168,3546,75.63,False,39.5,
2022-03-19,SKU-0005,WH-03,145,2347,72.54,False,39.5,
2022-03-20,SKU-0001,WH-01,128,3336,64.24,False,35.9,
2022-03-20,SKU-0001,WH-02,93,2434,68.4,False,35.9,
2022-03-20,SKU-0001,WH-03,86,1381,69.78,False,35.9,
2022-03-20,SKU-0002,WH-01,90,2091,95.26,False,35.9,
2022-03-20,SKU-0002,WH-02,113,2992,20.3,False,35.9,
2022-03-20,SKU-0002,WH-03,128,1871,42.72,False,35.9,
2022-03-20,SKU-0003,WH-01,63,743,72.73,False,35.9,
2022-03-20,SKU-0003,WH-02,43,1233,15.48,False,35.9,
2022-03-20,SKU-0003,WH-03,63,635,23.95,False,35.9,
2022-03-20,SKU-0004,WH-01,121,2365,95.34,False,35.9,
2022-03-20,SKU-0004,WH-02,84,1777,72.62,False,35.9,
2022-03-20,SKU-0004,WH-03,151,4528,16.54,False,35.9,
2022-03-20,SKU-0005,WH-01,112,1759,39.45,False,35.9,
2022-03-20,SKU-0005,WH-02,134,1642,88.76,False,35.9,
2022-03-20,SKU-0005,WH-03,146,2299,72.43,False,35.9,
2022-03-21,SKU-0001,WH-01,67,1316,97.46,False,32.3,
2022-03-21,SKU-0001,WH-02,76,2187,40.79,False,32.3,
2022-03-21,SKU-0001,WH-03,77,1237,97.59,False,32.3,
2022-03-21,SKU-0002,WH-01,81,2368,31.56,False,32.3,
2022-03-21,SKU-0002,WH-02,86,1050,17.53,False,32.3,
2022-03-21,SKU-0002,WH-03,82,2033,58.85,False,32.3,
2022-03-21,SKU-0003,WH-01,27,298,44.32,False,32.3,
2022-03-21,SKU-0003,WH-02,62,912,72.65,True,32.3,
2022-03-21,SKU-0003,WH-03,56,1143,85.98,False,32.3,
2022-03-21,SKU-0004,WH-01,68,948,102.82,False,32.3,
